comp_row_id,comp_name,enemy_comp_row_id,enemy_comp_name,suggested_counter_items,suggested_augment_themes,positioning_advice
8,弗雷尔卓德 金克丝 && 瑟庄妮,4,法师 安妮 && 斯维因,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,5,诺克萨斯 千珏 && 德莱文,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,6,以绪塔尔 奈德丽 && 斯卡纳,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,7,裁决战士 阿狸 && 永恩,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,9,约德尔人 吉格斯 && 凯南,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,10,德玛西亚 卡莎 && 盖伦,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,11,德玛西亚 卡莎 && 盖伦,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,12,约德尔人 维迦 && 凯南,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,13,弗雷尔卓德 丽桑卓 && 布隆,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,14,斗士 巴德 && 赛恩,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
8,弗雷尔卓德 金克丝 && 瑟庄妮,15,德玛西亚 瑞兹 && 塔里克,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,16,约德尔人 维迦 && 凯南,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,17,皮尔特沃夫 海克斯霸龙 && 蔚,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,18,迅击战士 芸阿娜 && 孙悟空,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,19,暗影岛 卡莉丝塔 && 锤石,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,20,虚空 卡莎 && 峡谷先锋,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,21,以绪塔尔 巴德 && 妮蔻,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,22,巨神峰 奥瑞利安·索尔 && 塔里克,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
8,弗雷尔卓德 金克丝 && 瑟庄妮,23,神盾使 玛尔扎哈 && 萨勒芬妮,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
8,弗雷尔卓德 金克丝 && 瑟庄妮,24,诺克萨斯 乐芙兰 && 德莱厄斯,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
8,弗雷尔卓德 金克丝 && 瑟庄妮,25,诺克萨斯 卑尔维斯 && 斯维因,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
9,约德尔人 吉格斯 && 凯南,1,德玛西亚 薇恩 && 德莱厄斯,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,2,比尔吉沃特 厄运小姐 && 诺提勒斯,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,3,巨神峰 玛尔扎哈 && 蕾欧娜,,优先选择泛用战力强化（可参考：珠光莲花 I、珠光莲花 II）,根据对手主C位置灵活换边
9,约德尔人 吉格斯 && 凯南,4,法师 安妮 && 斯维因,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,5,诺克萨斯 千珏 && 德莱文,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
9,约德尔人 吉格斯 && 凯南,6,以绪塔尔 奈德丽 && 斯卡纳,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,7,裁决战士 阿狸 && 永恩,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
9,约德尔人 吉格斯 && 凯南,8,弗雷尔卓德 金克丝 && 瑟庄妮,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
9,约德尔人 吉格斯 && 凯南,10,德玛西亚 卡莎 && 盖伦,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,11,德玛西亚 卡莎 && 盖伦,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,12,约德尔人 维迦 && 凯南,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,13,弗雷尔卓德 丽桑卓 && 布隆,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,14,斗士 巴德 && 赛恩,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
9,约德尔人 吉格斯 && 凯南,15,德玛西亚 瑞兹 && 塔里克,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,16,约德尔人 维迦 && 凯南,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,17,皮尔特沃夫 海克斯霸龙 && 蔚,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,18,迅击战士 芸阿娜 && 孙悟空,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,19,暗影岛 卡莉丝塔 && 锤石,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
9,约德尔人 吉格斯 && 凯南,20,虚空 卡莎 && 峡谷先锋,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,21,以绪塔尔 巴德 && 妮蔻,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,22,巨神峰 奥瑞利安·索尔 && 塔里克,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
9,约德尔人 吉格斯 && 凯南,23,神盾使 玛尔扎哈 && 萨勒芬妮,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
9,约德尔人 吉格斯 && 凯南,24,诺克萨斯 乐芙兰 && 德莱厄斯,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
9,约德尔人 吉格斯 && 凯南,25,诺克萨斯 卑尔维斯 && 斯维因,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
10,德玛西亚 卡莎 && 盖伦,1,德玛西亚 薇恩 && 德莱厄斯,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,2,比尔吉沃特 厄运小姐 && 诺提勒斯,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,3,巨神峰 玛尔扎哈 && 蕾欧娜,,优先选择泛用战力强化（可参考：珠光莲花 I、珠光莲花 II）,根据对手主C位置灵活换边
10,德玛西亚 卡莎 && 盖伦,4,法师 安妮 && 斯维因,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,5,诺克萨斯 千珏 && 德莱文,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
10,德玛西亚 卡莎 && 盖伦,6,以绪塔尔 奈德丽 && 斯卡纳,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,7,裁决战士 阿狸 && 永恩,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
10,德玛西亚 卡莎 && 盖伦,8,弗雷尔卓德 金克丝 && 瑟庄妮,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
10,德玛西亚 卡莎 && 盖伦,9,约德尔人 吉格斯 && 凯南,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,11,德玛西亚 卡莎 && 盖伦,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,12,约德尔人 维迦 && 凯南,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,13,弗雷尔卓德 丽桑卓 && 布隆,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,14,斗士 巴德 && 赛恩,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
10,德玛西亚 卡莎 && 盖伦,15,德玛西亚 瑞兹 && 塔里克,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,16,约德尔人 维迦 && 凯南,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,17,皮尔特沃夫 海克斯霸龙 && 蔚,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,18,迅击战士 芸阿娜 && 孙悟空,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,19,暗影岛 卡莉丝塔 && 锤石,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
10,德玛西亚 卡莎 && 盖伦,20,虚空 卡莎 && 峡谷先锋,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,21,以绪塔尔 巴德 && 妮蔻,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,22,巨神峰 奥瑞利安·索尔 && 塔里克,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
10,德玛西亚 卡莎 && 盖伦,23,神盾使 玛尔扎哈 && 萨勒芬妮,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
10,德玛西亚 卡莎 && 盖伦,24,诺克萨斯 乐芙兰 && 德莱厄斯,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
10,德玛西亚 卡莎 && 盖伦,25,诺克萨斯 卑尔维斯 && 斯维因,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入
11,德玛西亚 卡莎 && 盖伦,1,德玛西亚 薇恩 && 德莱厄斯,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,2,比尔吉沃特 厄运小姐 && 诺提勒斯,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,3,巨神峰 玛尔扎哈 && 蕾欧娜,,优先选择泛用战力强化（可参考：珠光莲花 I、珠光莲花 II）,根据对手主C位置灵活换边
11,德玛西亚 卡莎 && 盖伦,4,法师 安妮 && 斯维因,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,5,诺克萨斯 千珏 && 德莱文,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入
11,德玛西亚 卡莎 && 盖伦,6,以绪塔尔 奈德丽 && 斯卡纳,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,7,裁决战士 阿狸 && 永恩,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
11,德玛西亚 卡莎 && 盖伦,8,弗雷尔卓德 金克丝 && 瑟庄妮,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入
11,德玛西亚 卡莎 && 盖伦,9,约德尔人 吉格斯 && 凯南,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,10,德玛西亚 卡莎 && 盖伦,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,12,约德尔人 维迦 && 凯南,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,13,弗雷尔卓德 丽桑卓 && 布隆,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,14,斗士 巴德 && 赛恩,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排
11,德玛西亚 卡莎 && 盖伦,15,德玛西亚 瑞兹 && 塔里克,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,16,约德尔人 维迦 && 凯南,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,17,皮尔特沃夫 海克斯霸龙 && 蔚,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血
11,德玛西亚 卡莎 && 盖伦,18,迅击战士 芸阿娜 && 孙悟空,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血
